LocationType,Location_Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,X,Y
Public Computer Centers,Rancho Cienega - Ira C. Massey Youth Center - Public Computer Center,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles, CA 90016
(34.0224, -118.351)",CA,90016,http://www.laparks.org/btop/lynda.htm,(323) 290-2330,10,34.02235,-118.350784
Parks,Sycamore Grove Park,4702,,N,Figueroa,St,,,,,,,,"Los Angeles, CA 90042
(34.1019, -118.203)",CA,90042,http://www.laparks.org/dos/parks/facility/sycamorePk.htm,(323) 255-0370,1,34.1019,-118.202996
Parks,Harold A. Henry Park,890,,S,Lucerne,Ave,,,,,,,,"Los Angeles, CA 90016
(34.0576, -118.325)",CA,90016,http://www.laparks.org/dos/parks/facility/haroldAHenryPk.htm,(213) 485-5054,4,34.057644,-118.32489
Parks,Pico Union Park,1827,,S,Hoover,St,,,,,,,,"Los Angeles, CA 90006
(34.0411, -118.284)",CA,90006,http://www.laparks.org/dos/parks/facility/picoUnionVestPk.htm,(213) 485-5054,1,34.04106831,-118.2842068
Outdoor Fitness Equipment,Sycamore Grove Park,4702,,N,Figueroa,St,,,,,,,,"Los Angeles, CA 90042
(34.1019, -118.203)",CA,90042,http://www.laparks.org/dos/parks/facility/sycamorePk.htm,(323) 255-0370,1,34.1019,-118.202996
Senior Centers,Las Palmas Senior Citizen Center,1820,,N,Las Palmas,Ave,,,,,,,,"Los Angeles, CA 90028
(34.1046, -118.336)",CA,90028,http://www.laparks.org/dos/senior/facility/lasPalmasSCC.htm,(323) 465-7787,13,34.104627,-118.336186
Recreation Centers,Lou Costello (Hostetter) Recreation Center,3141,,E,Olympic,Blvd,,,,,,,,"Los Angeles, CA 90023
(34.0205, -118.211)",CA,90023,http://www.laparks.org/dos/reccenter/facility/louCostelloRC.htm,(213) 485-9111,14,34.02048437,-118.2108829
Hiking Trails,Griffith Park,,,,Griffith Park,Dr,,,,,Zoo,Dr,,"Los Angeles, CA 90027
(34.1182, -118.272)",CA,90027,http://www.laparks.org/dos/parks/griffithPK/index.htm,(323) 913-4688,4,34.1182,-118.272105
Lakes,Hollenbeck Lake,415,,S,Saint Louis,St,,,,,,,,"Los Angeles, CA 90033
(34.0414, -118.216)",CA,90033,http://www.laparks.org/dos/aquatic/facility/hollenbecklake.htm,(323) 261-0113,14,34.04136456,-118.2160944
Recreation Centers,Carlin G. Smith Recreation Center,511,,W,Ave 46,,,,,,,,,"Los Angeles, CA 90065
(34.102, -118.211)",CA,90065,http://www.laparks.org/dos/reccenter/facility/carlinGSmithRC.htm,(323) 225-4960,1,34.10201827,-118.2110915
Parks,El Paseo De Cahuenga Park,3300,,,Cahuenga,Blvd,,,,,,,,"Los Angeles, CA 90068
(34.1306, -118.35)",CA,90068,http://www.laparks.org/dos/parks/facility/elPaseoDeCahuengaPk.htm,(818) 763-7651,4,34.13059,-118.349673
Swimming Pools - Summer,Green Meadows Pool,431,,E,89th,St,,,,,,,,"Los Angeles, CA 90003
(33.9558, -118.268)",CA,90003,http://www.laparks.org/dos/aquatic/facility/greenMeadowsPool.htm,(323) 789-2726,9,33.955848,-118.268284
Parks,Griffith Park Crystal Springs,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles, CA 90027
(34.133, -118.281)",CA,90027,http://www.laparks.org/dos/parks/facility/crystalSpringsPk.htm,(323) 644-2050,4,34.133005,-118.280751
Universally Accessible Playgrounds,Glen Alla Park,4601,,,Alla,Rd,,,,,,,,"Los Angeles, CA 90292
(33.9844, -118.431)",CA,90292,http://www.laparks.org/dos/parks/facility/glenAllaPk.htm,(310) 396-1615,11,33.984438,-118.431009
Recreation Centers,Eagle Rock Recreation Center,1100,,,Eagle Vista,Dr,,,,,,,,"Los Angeles, CA 90041
(34.143, -118.188)",CA,90041,http://www.laparks.org/dos/reccenter/facility/eagleRockRC.htm,(323) 257-6948,14,34.142988,-118.18805
Parks,Gage and Avalon Pocket Park,6301,,S,Avalon,Blvd,,,,,,,,"Los Angeles, CA 90003
(33.9822, -118.265)",CA,90003,,,9,33.982212,-118.265352
Skate Parks,Jackie Tatum Skate Plaza,1535,,W,62nd,St,,,,,,,,"Los Angeles, CA 90047
(33.9842, -118.304)",CA,90047,http://www.laparks.org/dos/parks/skateparks/jackieTatumSkatePk.htm,(323) 778-2579,8,33.984177,-118.303512
Parks,Cheviot Hills Park,2551,,,Motor,Ave,,,,,,,,"Los Angeles, CA 90064
(34.0469, -118.408)",CA,90064,http://www.laparks.org/dos/parks/facility/cheviotHillsPk.htm,(310) 837-5186,5,34.046898,-118.408263
Recreation Centers,Boyle Heights Sports Center,933,,S,Mott,St,,,,,,,,"Los Angeles, CA 90023
(34.0324, -118.214)",CA,90023,http://www.laparks.org/dos/reccenter/facility/boyleHeightsSC.htm,(323) 264-5136,14,34.03237744,-118.213784
Recreation Centers,Trinity Recreation Center,517,,E,25th,St,,,,,,,,"Los Angeles, CA 90011
(34.0242, -118.263)",CA,90011,http://www.laparks.org/dos/reccenter/facility/trinityRC.htm,(213) 485-4195,9,34.024201,-118.263067
Hiking Trails,Runyon Canyon Park,2000,,N,Fuller,Ave,,,,,,,,"Los Angeles, CA 90046
(34.1053, -118.349)",CA,90046,http://www.laparks.org/dos/parks/facility/runyoncanyonpk.htm,(323) 666-5046,4,34.10530646,-118.3488732
Parks,Little Green Acres Park,,,,104th,St,,,,,Vermont,Ave,,"Los Angeles, CA 90044
(33.9416, -118.291)",CA,90044,http://www.laparks.org/dos/parks/facility/littleGreenAcresPk.htm,(213) 485-1748,8,33.94164,-118.2914
Senior Centers,Lincoln Heights Senior Citizen Center,2323,,,Workman,St,,,,,,,,"Los Angeles, CA 90031
(34.0726, -118.215)",CA,90031,http://www.laparks.org/dos/senior/facility/lincolnHeightsSCC.htm,(323) 225-9339,1,34.0725759,-118.2145078
Parks,Selma Park,6567,,,Selma,Ave,,,,,,,,"Los Angeles, CA 90028
(34.0999, -118.333)",CA,90028,http://www.laparks.org/dos/parks/facility/selmaPk.htm,(213) 847-3599,13,34.09985676,-118.3331657
Universally Accessible Playgrounds,Martin Luther King Jr. Recreation Center,3916,,S,Western,Ave,,,,,,,,"Los Angeles, CA 90062
(34.0139, -118.309)",CA,90062,http://www.laparks.org/dos/reccenter/facility/martinLKTRC.htm,(213) 847-0878,8,34.01394464,-118.3087893
Swimming Pools - Year Round,Eleanor Green Roberts Indoor Pool,4526,,W,Pico,Blvd,,,,,,,,"Los Angeles, CA 90019
(34.0485, -118.335)",CA,90019,http://www.laparks.org/dos/aquatic/facility/eleanorGrRobertsPool.htm,(323) 936-8483,10,34.048485,-118.334609
Universally Accessible Playgrounds,Hermon / Arroyo Seco Park,5566,,,Via Marisol,,,,,,,,,"Los Angeles, CA 90042
(34.1044, -118.187)",CA,90042,http://www.laparks.org/dos/parks/facility/arroyoSPk.htm,(213) 485-5054,14,34.104402,-118.187327
Tennis Courts,Lafayette Tennis Courts,625,,S,Lafayette Park,Pl,,,,,,,,"Los Angeles, CA 90057
(34.0612, -118.284)",CA,90057,http://www.laparks.org/dos/reccenter/facility/lafayetteMCC.htm,(213) 384-0562,10,34.061193,-118.283801
Senior Centers,Felicia Mahood Senior Multipurpose Center,11338,,,Santa Monica,Blvd,,,,,,,,"Los Angeles, CA 90025
(34.0456, -118.45)",CA,90025,http://www.laparks.org/dos/reccenter/facility/feliciamahoodMRC.htm,(310) 479-4119,11,34.045637,-118.449914
Public Computer Centers,Griffith Park Adult Community Center - Public Computer Center,3203,,,Riverside,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1142, -118.269)",CA,90027,http://www.laparks.org/btop/lynda.htm,(323) 644-5579,4,34.114167,-118.26892
Public Computer Centers,William Nickerson Gardens Recreation Center - Public Computer Center,11251,,,Compton,Ave,,,,,,,,"Los Angeles, CA 90059
(33.9322, -118.247)",CA,90059,http://www.laparks.org/btop/lynda.htm,(323) 566-1416,15,33.932182,-118.247169
Parks,Augustus F. Hawkins Natural Park,5790,,,Compton,Ave,,,,,,,,"Los Angeles, CA 90011
(33.9903, -118.248)",CA,90011,http://www.laparks.org/dos/reccenter/facility/augustusHawkinsNatureCtr.htm,(323) 581-4498,9,33.990292,-118.247712
Recreation Centers,Elysian Park Recreation Center,929,,,Academy,Rd,,,,,,,,"Los Angeles, CA 90012
(34.0812, -118.238)",CA,90012,http://www.laparks.org/dos/reccenter/facility/elysianPkTRC.htm,(323) 226-1402,13,34.081153,-118.237908
Tennis Courts,Yosemite Tennis Courts,1840,,,Yosemite,Dr,,,,,,,,"Los Angeles, CA 90041
(34.1337, -118.208)",CA,90041,http://www.laparks.org/dos/reccenter/facility/yosemiteRC.htm,(323) 257-1644,14,34.133742,-118.20819
Parks,Trinity Park,517,,E,25th,St,,,,,,,,"Los Angeles, CA 90011
(34.0239, -118.263)",CA,90011,http://www.laparks.org/dos/reccenter/facility/trinityRC.htm,(213) 485-4195,9,34.02385032,-118.2634554
Public Computer Centers,Robertson Recreation Youth Center - Public Computer Center,1641,,,Preuss,Rd,,,,,,,,"Los Angeles, CA 90035
(34.0495, -118.385)",CA,90035,http://www.laparks.org/btop/lynda.htm,(310) 278-5383,5,34.049457,-118.384807
Parks,Leimert Plaza Park,4395,,,Leimert,Blvd,,,,,,,,"Los Angeles, CA 90008
(34.0039, -118.331)",CA,90008,http://www.laparks.org/dos/parks/facility/leimertPlazaPk.htm,(323) 291-5928,10,34.003937,-118.330564
Parks,Woodbine Park,3409,,,Vinton,Ave,,,,,,,,"Los Angeles, CA 90034
(34.028, -118.408)",CA,90034,http://www.laparks.org/dos/parks/facility/woodbinePk.htm,(310) 836-1040,5,34.02800986,-118.4084365
Public Computer Centers,Lou Costello (Hostetter) Recreation Center - Public Computer Center,3141,,E,Olympic,Blvd,,,,,,,,"Los Angeles, CA 90023
(34.0205, -118.211)",CA,90023,http://www.laparks.org/btop/lynda.htm,(213) 485-9111,14,34.02048437,-118.2108829
Recreation Centers,Echo Park Community Center,303,,,Patton,St,,,,,,,,"Los Angeles, CA 90026
(34.0654, -118.259)",CA,90026,http://www.laparks.org/dos/reccenter/facility/echoparkRC.htm,(213) 481-1033,1,34.06545,-118.259304
Recreation Centers,Vineyard Recreation Center,2942,,,Vineyard,Ave,,,,,,,,"Los Angeles, CA 90016
(34.0283, -118.347)",CA,90016,http://www.laparks.org/dos/reccenter/facility/vineyardRC.htm,(323) 732-2469,10,34.02828057,-118.34653
Public Computer Centers,Algin Sutton Recreation Center - Public Computer Center,8800,,S,Hoover,St,,,,,,,,"Los Angeles, CA 90044
(33.9578, -118.286)",CA,90044,http://www.laparks.org/btop/lynda.htm,(323) 753-5808,8,33.957778,-118.285546
Tennis Courts,Green Meadows Tennis Courts,431,,E,89th,St,,,,,,,,"Los Angeles, CA 90003
(33.9562, -118.269)",CA,90003,http://www.laparks.org/dos/reccenter/facility/greenMeadowsRC.htm,(323) 565-4242,9,33.956221,-118.268762
Parks,Loren Miller Park,2717,,,Halldale,Ave,,,,,,,,"Los Angeles, CA 90018
(34.0303, -118.303)",CA,90018,http://www.laparks.org/dos/reccenter/facility/lorenMillerRC.htm,(323) 734-1302,8,34.03026082,-118.3030305
Outdoor Fitness Equipment,Algin Sutton Recreation Center,8800,,S,Hoover,St,,,,,,,,"Los Angeles, CA 90044
(33.9578, -118.286)",CA,90044,http://www.laparks.org/dos/reccenter/facility/alginSuttonRC.htm,(323) 753-5808,8,33.957778,-118.285546
Parks,Ernest E. Debs Regional Park,4235,,,Monterey,Rd,,,,,,,,"Los Angeles, CA 90032
(34.0954, -118.19)",CA,90032,http://www.laparks.org/dos/parks/facility/debsEERegionalPk.htm,(213) 485-5054,1,34.095367,-118.190495
Public Computer Centers,Watts Senior Citizen Center - Public Computer Center,1657,,E,Century,Blvd,,,,,,,,"Los Angeles, CA 90002
(33.9463, -118.244)",CA,90002,http://www.laparks.org/btop/lynda.htm,(323) 564-9440,15,33.94634,-118.24394
Recreation Centers,Downey Recreation Center,1772,,N,Spring,St,,,,,,,,"Los Angeles, CA 90031
(34.0712, -118.223)",CA,90031,http://www.laparks.org/dos/reccenter/facility/downeyRC.htm,(323) 225-7100,1,34.071162,-118.223432
Recreation Centers,Lincoln Park Recreation Center,3501,,,Valley,Blvd,,,,,,,,"Los Angeles, CA 90031
(34.0658, -118.199)",CA,90031,http://www.laparks.org/dos/reccenter/facility/lincolnParkRC.htm,(213) 847-1726,1,34.065824,-118.198986
Recreation Centers,William Nickerson Gardens Recreation Center,11251,,,Compton,Ave,,,,,,,,"Los Angeles, CA 90059
(33.9322, -118.247)",CA,90059,http://www.laparks.org/dos/reccenter/facility/williamNickersonRC.htm,(323) 566-1416,15,33.932182,-118.247169
Parks,Poinsettia Park,7341,,,Willoughy,Ave,,,,,,,,"Los Angeles, CA 90046
(34.0872, -118.35)",CA,90046,http://www.laparks.org/dos/reccenter/facility/poinsettiaRC.htm,(323) 876-5014,5,34.08722019,-118.3502662
Gardens,Watts Rose Garden,1657,,E,Century,Blvd,,,,,,,,"Los Angeles, CA 90002
(33.9458, -118.244)",CA,90002,http://www.laparks.org/dos/horticulture/watts.htm,(213) 564-9440,15,33.94576539,-118.2439527
Parks,Cleland Avenue Bicentennial Park,4800,,,Cleland,Ave,,,,,,,,"Los Angeles, CA 90042
(34.1133, -118.213)",CA,90042,http://www.laparks.org/dos/parks/facility/clelandAvePk.htm,(323) 255-0370,1,34.11331,-118.212598
Skate Parks,Garvanza Skate Park,6240,,,Meridian,St,,,,,,,,"Los Angeles, CA 90042
(34.1201, -118.18)",CA,90042,http://www.laparks.org/dos/parks/skateparks/garvanzaSkatePk.htm,(323) 255-0370,14,34.12007,-118.179944
Recreation Centers,Jim Gilliam Recreation Center,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles, CA 90008
(34.0123, -118.353)",CA,90008,http://www.laparks.org/dos/reccenter/facility/jimGilliamRC.htm,(323) 291-5928,10,34.01227,-118.352773
Lakes,Lincoln Park Lake,3501,,,Valley,Blvd,,,,,,,,"Los Angeles, CA 90031
(34.0658, -118.199)",CA,90031,http://www.laparks.org/dos/reccenter/facility/lincolnParkRC.htm,(213) 847-1726,1,34.065824,-118.198986
Parks,El Sereno Park,4721,,,Klamath,St,,,,,,,,"Los Angeles, CA 90032
(34.0757, -118.182)",CA,90032,http://www.laparks.org/dos/reccenter/facility/elserenoRC.htm,(323) 225-3517,14,34.075723,-118.181788
Parks,Laurel and Hardy Park,3022,,,Del Monte,Dr,,,,,,,,"Los Angeles, CA 90027
(34.0825, -118.275)",CA,90027,,(310) 548-7675,13,34.082498,-118.274851
Public Computer Centers,EXPO Center / Roy A. Anderson Recreation Center - Public Computer Center,3980,,,Bill Robertson,Ln,,,,,,,,"Los Angeles, CA 90037
(34.012, -118.29)",CA,90037,http://www.laparks.org/btop/lynda.htm,(213) 763-0114,9,34.01201674,-118.2901009
Recreation Centers,Hollenbeck Recreation Center,415,,S,Saint Louis,St,,,,,,,,"Los Angeles, CA 90033
(34.0414, -118.216)",CA,90033,http://www.laparks.org/dos/reccenter/facility/hollenbeckRC.htm,(323) 261-0113,14,34.04136456,-118.2160944
Parks,Circle Park (5th Ave.),,,,76th,St,,,,,5th,Ave,,"Los Angeles, CA 90043
(33.9709, -118.322)",CA,90043,,(310) 548-7675,8,33.970894,-118.322173
Parks,San Pedro Welcome Park,351,,N,Gaffey,St,,,,,,,,"Los Angeles, CA 90731
(33.7461, -118.293)",CA,90731,,(310) 548-7675,15,33.746055,-118.292652
Parks,Richard Alatorre Park,,,N,Figueroa,St,,,,,,,,"Los Angeles, CA 90041
(34.144, -118.184)",CA,90041,http://www.laparks.org/dos/parks/facility/richardAlatorrePk.htm,(323) 255-0370,14,34.143976,-118.184218
Outdoor Fitness Equipment,Poinsettia Park,7341,,,Willoughy,Ave,,,,,,,,"Los Angeles, CA 90046
(34.0872, -118.35)",CA,90046,http://www.laparks.org/dos/reccenter/facility/poinsettiaRC.htm,(323) 876-5014,5,34.08722019,-118.3502662
Parks,Highland Park,6150,,,Piedmont,Ave,,,,,,,,"Los Angeles, CA 90042
(34.1135, -118.188)",CA,90042,http://www.laparks.org/dos/reccenter/facility/highlandParkRC.htm,(213) 847-4876,1,34.113477,-118.187954
Parks,Tommy Lasorda's Field of Dreams,1901,,,Waterloo,St,,,,,,,,"Los Angeles, CA 90039
(34.0907, -118.26)",CA,90039,http://www.laparks.org/dos/reccenter/facility/silverLakeRC.htm,(310) 548-7675,13,34.090671,-118.259926
Recreation Centers,Loren Miller Recreation Center,2717,,,Halldale,Ave,,,,,,,,"Los Angeles, CA 90018
(34.0303, -118.303)",CA,90018,http://www.laparks.org/dos/reccenter/facility/lorenMillerRC.htm,(323) 734-1302,8,34.03026082,-118.3030305
Public Computer Centers,Fairfax Senior Citizen Center - Public Computer Center,7929,,,Melrose,Ave,,,,,,,,"Los Angeles, CA 90046
(34.084, -118.362)",CA,90046,http://www.laparks.org/btop/lynda.htm,(323) 653-1824,5,34.084022,-118.362491
Universally Accessible Playgrounds,Lincoln Park,3501,,,Valley,Blvd,,,,,,,,"Los Angeles, CA 90031
(34.0656, -118.202)",CA,90031,http://www.laparks.org/dos/parks/facility/lincolnPk.htm,(213) 847-1726,1,34.06561417,-118.2018369
Free Wi-Fi Hot Spots,Pershing Square,530,,S,Olive,St,,,,,,,,"Los Angeles, CA 90012
(34.0486, -118.253)",CA,90012,http://www.laparks.org/pershingsquare/index.html,(213) 847-4970,14,34.04856,-118.25348
Museums,El Pueblo de Los Angeles (Olvera Street),125,,,Paseo De La Plaza,,,,,,,,,"Los Angeles, CA 90012
(34.0566, -118.239)",CA,90012,http://elpueblo.lacity.org/,(213) 485-6855,14,34.056616,-118.238786
Parks,Silver Lake Meadows Park,2270,,,Silver Lake,Blvd,,,,,,,,"Los Angeles, CA 90039
(34.0986, -118.261)",CA,90039,,(310) 548-7675,13,34.098621,-118.261095
Recreation Centers,Green Meadows Recreation Center,431,,E,89th,St,,,,,,,,"Los Angeles, CA 90003
(33.9557, -118.267)",CA,90003,http://www.laparks.org/dos/reccenter/facility/greenMeadowsRC.htm,(323) 565-4242,9,33.95568832,-118.2672316
Parks,Downey Park,1772,,N,Spring,St,,,,,,,,"Los Angeles, CA 90031
(34.0712, -118.223)",CA,90031,http://www.laparks.org/dos/reccenter/facility/downeyRC.htm,(323) 225-7100,1,34.071162,-118.223432
Theatre,W. M. Keck Amphitheatre,3990,,,Bill Robertson,Ln,,,,,,,,"Los Angeles, CA 90037
(34.0116, -118.289)",CA,90037,http://www.laparks.org/expo/theatre.htm,(213) 764-0114,9,34.011595,-118.289314
Golf Courses,Los Feliz 3-Par Golf Course,3207,,,Los Feliz,Blvd,,,,,,,,"Los Angeles, CA 90039
(34.1233, -118.269)",CA,90039,http://www.laparks.org/golf/cdp_los_feliz.htm,(323) 663-7758,13,34.12330116,-118.269339
Parks,Los Angeles Plaza Park,125,,,Paseo De La Plaza,,,,,,,,,"Los Angeles, CA 90012
(34.0569, -118.239)",CA,90012,http://www.laparks.org/dos/parks/facility/laPlazaPk.htm,(213) 628-1274,14,34.05692598,-118.2385958
Parks,Elysian Park,929,,,Academy,Rd,,,,,,,,"Los Angeles, CA 90012
(34.0794, -118.236)",CA,90012,http://www.laparks.org/dos/parks/facility/elysianPk.htm,(213) 485-5054,13,34.079411,-118.235668
Tennis Courts,Glassell Park Tennis Courts,3650,,,Verdugo,Rd,,,,,,,,"Los Angeles, CA 90065
(34.1155, -118.234)",CA,90065,http://www.laparks.org/dos/reccenter/facility/glassellParkRC.htm,(323) 257-1863,1,34.115486,-118.234129
Parks,Stoner Park,1835,,,Stoner,Ave,,,,,,,,"Los Angeles, CA 90025
(34.0384, -118.453)",CA,90025,http://www.laparks.org/dos/reccenter/facility/stonerRC.htm,(310) 479-7200,11,34.03844736,-118.4532902
Swimming Pools - Summer,Yosemite Pool,1840,,,Yosemite,Dr,,,,,,,,"Los Angeles, CA 90041
(34.1338, -118.208)",CA,90041,http://www.laparks.org/dos/aquatic/facility/yosemitePool.htm,(323) 226-1668,14,34.133756,-118.208194
Recreation Centers,Normandie Recreation Center,1550,,S,Normandie,Ave,,,,,,,,"Los Angeles, CA 90006
(34.0446, -118.3)",CA,90006,http://www.laparks.org/dos/reccenter/facility/normandieRC.htm,(323) 737-1181,1,34.04464,-118.299791
Parks,Montecito Heights Park,4545,,,Homer,St,,,,,,,,"Los Angeles, CA 90031
(34.0955, -118.203)",CA,90031,http://www.laparks.org/dos/reccenter/facility/montecitoHeightsRC.htm,(213) 485-5148,1,34.095544,-118.20335
Parks,Los Angeles High Memorial Park,4625,,W,Olympic,Blvd,,,,,,,,"Los Angeles, CA 90019
(34.0566, -118.332)",CA,90019,http://www.laparks.org/dos/parks/facility/laHighMemorialPk.htm,(213) 485-5054,4,34.05657403,-118.3319039
Recreation Centers,EXPO Center / Roy A. Anderson Recreation Center,3980,,,Bill Robertson,Ln,,,,,,,,"Los Angeles, CA 90037
(34.012, -118.29)",CA,90037,http://laparks.org/expo/,(213) 763-0114,9,34.01201674,-118.2901009
Parks,Robert L. Burns Park,4900,,,Beverly,Blvd,,,,,,,,"Los Angeles, CA 90004
(34.0757, -118.316)",CA,90004,http://www.laparks.org/dos/parks/facility/burnsRLPk.htm,(213) 847-3599,4,34.075652,-118.316078
Parks,Ascot Hills Park,4371,,,Multnomah,St,,,,,,,,"Los Angeles, CA 90032
(34.0697, -118.19)",CA,90032,http://www.laparks.org/dos/parks/facility/ascothillsPk.htm,(323) 223-2764,14,34.06969978,-118.1899629
Parks,Lafayette Park,625,,S,Lafayette Park,Pl,,,,,,,,"Los Angeles, CA 90057
(34.0621, -118.283)",CA,90057,http://www.laparks.org/dos/reccenter/facility/lafayetteMCC.htm,(213) 384-0562,10,34.06211618,-118.282875
Golf Courses,Rancho Park 18-Hole Golf Course,10460,,W,Pico,Blvd,,,,,,,,"Los Angeles, CA 90064
(34.045, -118.418)",CA,90064,http://www.laparks.org/golf/cdp_rancho.htm,(310) 838-7373,5,34.045022,-118.418289
Swimming Pools - Year Round,LACES (Los Angeles Center for Enriched Studies) Pool,5931,,W,18th,St,,,,,,,,"Los Angeles, CA 90035
(34.0436, -118.371)",CA,90035,http://www.laparks.org/dos/aquatic/facility/lacesPool.htm,(323) 933-8345,10,34.04361628,-118.3714542
Recreation Centers,South Seas House,2301,,W,24th,St,,,,,Arlington,Ave,,"Los Angeles, CA 90018
(34.035, -118.318)",CA,90018,http://www.laparks.org/dos/reccenter/facility/southseashouse.htm,(323) 373-9483,10,34.03499817,-118.3179553
Public Computer Centers,South Park Recreation Center - Public Computer Center,345,,E,51st,St,,,,,,,,"Los Angeles, CA 90011
(33.9974, -118.268)",CA,90011,http://www.laparks.org/btop/lynda.htm,(213) 847-6746,9,33.997417,-118.267651
Public Computer Centers,Imperial Courts Recreation Center - Public Computer Center,2250,,E,114th,St,,,,,,,,"Los Angeles, CA 90059
(33.9313, -118.232)",CA,90059,http://www.laparks.org/dos/reccenter/facility/imperialcourtsRC.htm,(323) 564-1834,15,33.93125654,-118.2324199
Tennis Courts,Westchester Tennis Courts,7000,,W,Manchester,Ave,,,,,,,,"Los Angeles, CA 90045
(33.9596, -118.415)",CA,90045,http://www.laparks.org/dos/sports/tennis/facility/westchesterTC.htm,(310) 649-4886,11,33.959629,-118.415188
Parks,Latham Park,,,,Latham,St,,,,,53rd,St,,"Los Angeles, CA 90011
(33.9945, -118.251)",CA,90011,http://www.laparks.org/dos/parks/facility/lathamPk.htm,(213) 346-7395,9,33.99451,-118.25129
Parks,Griffith Park,,,,Griffith Park,Dr,,,,,Zoo,Dr,,"Los Angeles, CA 90027
(34.1182, -118.272)",CA,90027,http://www.laparks.org/dos/parks/griffithPK/index.htm,(323) 913-4688,4,34.1182,-118.272105
Parks,North Atwater Park,3900,,W,Chevy Chase,Dr,,,,,,,,"Los Angeles, CA 90039
(34.1334, -118.272)",CA,90039,http://www.laparks.org/dos/parks/facility/northAtwaterPk.htm,(323) 664-6611,13,34.133398,-118.271813
Rental Facilities,Elysian Park - Grace E. Simons Lodge,1025,,,Elysian Park,Dr,,,,,,,,"Los Angeles, CA 90012
(34.0866, -118.245)",CA,90012,http://www.laparks.org/dos/reservations/grace.htm,(323) 665-1155,13,34.086566,-118.245386
Golf Courses,Roosevelt 9-Hole Golf Course,2650,,N,Vermont,Ave,,,,,,,,"Los Angeles, CA 90027
(34.1185, -118.294)",CA,90027,http://golf.lacity.org/cdp_roosevelt.htm,(323) 665-2011,4,34.118472,-118.29388
Parks,Elinor and Don Richardson Family Park,2700,,S,Budlong,Ave,,,,,,,,"Los Angeles, CA 90007
(34.0301, -118.296)",CA,90007,http://www.laparks.org/dos/parks/facility/richardsonFamilyPk.htm,(213) 485-5054,8,34.03012939,-118.2958057
Swimming Pools - Summer,Downey Pool,1775,,N,Spring,St,,,,,,,,"Los Angeles, CA 90031
(34.0715, -118.223)",CA,90031,http://www.laparks.org/dos/aquatic/facility/downeyPool.htm,(323) 227-5025,1,34.071538,-118.223075
Parks,Mount Olympus Park,243,,E,Avenue 33,,,,,,,,,"Los Angeles, CA 90031
(34.0847, -118.211)",CA,90031,,(310) 548-7675,1,34.084669,-118.210822
Parks,Griffith Park - Bette Davis Picnic Area,,,,Rancho,Ave,,,,,Riverside,Dr,,"Los Angeles, CA 90027
(34.1586, -118.298)",CA,90027,,(323) 913-4688,4,34.15857211,-118.2975598
Parks,Henry Alvarez Memorial Park (Ramona Gardens),2830,,,Lancaster,Ave,,,,,,,,"Los Angeles, CA 90033
(34.0588, -118.195)",CA,90033,http://www.laparks.org/dos/parks/facility/alvarezHMPk.htm,(213) 847-2961,14,34.05881,-118.195184
Parks,Dorothy J. and Benjamin B. Smith Park,7020,,,Franklin,Ave,,,,,,,,"Los Angeles, CA 90028
(34.104, -118.343)",CA,90028,http://www.laparks.org/dos/parks/facility/smithDBPk.htm,(213) 847-3599,13,34.10399621,-118.3428203
Swimming Pools - Summer,Cheviot Hills Pool,2693,,,Motor,Ave,,,,,,,,"Los Angeles, CA 90064
(34.0449, -118.407)",CA,90064,http://www.laparks.org/dos/aquatic/facility/cheviotHillsPool.htm,(310) 202-2844,5,34.04488343,-118.4065309
Parks,Grape Street Pocket Park,10726,,,Grape,St,,,,,,,,"Los Angeles, CA 90059
(33.9381, -118.237)",CA,90059,http://www.laparks.org/dos/parks/facility/grapeStPocketPk.htm,(213) 785-1835,15,33.938145,-118.236807
Senior Centers,Claude Pepper Senior Citizen Center,1762,,S,La Cienega,Blvd,,,,,,,,"Los Angeles, CA 90035
(34.0452, -118.377)",CA,90035,http://www.laparks.org/dos/senior/facility/claudePepperSCC.htm,(310) 559-9677,10,34.045157,-118.376682
Swimming Pools - Summer,Griffith Park Pool,3401,,,Griffith Park,Dr,,,,,,,,"Los Angeles, CA 90027
(34.1163, -118.27)",CA,90027,http://www.laparks.org/dos/aquatic/facility/griffithParkPool.htm,(323) 644-6878,4,34.116338,-118.27026
Parks,109th Street Park,1464,,E,109th,St,,,,,,,,"Los Angeles, CA 90059
(33.9366, -118.249)",CA,90059,http://www.laparks.org/dos/reccenter/facility/109thStreetRC.htm,(323) 566-4561,15,33.93664647,-118.2489586
Recreation Centers,Lake Street Community Center,227,,N,Lake,St,,,,,,,,"Los Angeles, CA 90057
(34.0687, -118.27)",CA,90057,http://www.laparks.org/dos/reccenter/facility/lakestComC.htm,(213) 207-2196,13,34.06874703,-118.270384
